;quote;author;book;category
4005;When you try to take someone's pain away from them, you don't make it better. You just tell them it's not OK to talk about their pain.;Megan Devine; It's Ok That You're Not Ok: Meeting Grief and Loss in a Culture That Doesn't Understand;love
8638;Living in the present moment is the recurring baptism of the soul, forever purifying every new day with a new you.;Alaric Hutchinson; Living Peace;love
6587;"You said you didn’t care what I thought. Or what I did. Or if I died, if I’m not mistaken.""“I lied! And you know I lied, you stupid bastard!";Sarah J. Maas; The Assassin's Blade;love
4098;Making the choice to exercise compassion is an expression of Love for Humanity and Life itself.;Aberjhani; Splendid Literarium: A Treasury of Stories, Aphorisms, Poems, and Essays;love
10277;Happily-ever-after monogamy has been reinforced so steadily in literature that we tend to feel like failures when we don’t achieve that in reality.;Colleen Chen; Dysmorphic Kingdom;love
5786;I thought it would feel empowering to just sleep with whomever I wanted to, but I wasn’t built that way. I just wasn’t honest enough with myself to know that at the time.;Teresa Lo; The Sugar Baby Club;love
801;I hug him tightly. “I can’t imagine my life without you, Christian. I love you so much it frightens me.” “Me, too,” he breathes. “My life would be empty without you. I love you so much.;E.L. James; Fifty Shades Darker;love
16122;His lips soften into a smile that cracks apart my spine. He repeats my name like the word amuses him. Entertains him. Delights him. ;Tahereh Mafi; Shatter Me;love
2984;In selecting any goal you should focus on the reason – without a compelling reason your resolve will weaken.;Mensah Oteh; Unlocking Life's Treasure Chest: Wisdom keys to keep you inspired, encouraged, motivated and focused;love
4821;"I fain would follow love, if that could be; I needs must follow death, who calls for me; Call and I follow, I follow! let me die.";Alfred Tennyson; Idylls of the King;love
19867;Love life.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;love
9013;What can we do without pain in front of happiness?;Sorin Cerin; Wisdom Collection: The Book of Wisdom;love
11106;Don't let your journey fade. It's God's way of reminding us that we need him in our lives and it's not wrong;Shellie Palmer; Beyond The Silence of Love & Faith;love
15228;Choose yourself. Define yourself. Love yourself.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;love
14132;We should trust people to be exactly what they have proven themselves to be, no more and no less.;Ryan Winfield; South of Bixby Bridge;love
24335;I engage in subtle stalking. That's entirely different and perfectly socially acceptable.;Siobhan Davis; Lovestruck;love
9155;Forgive means for get the hurt and give love.;Lailah Gifty Akita; Think Great: Be Great!;love
16621;You just gotta love someone with full force, even if it hurts you. Even if you end up regretting it, at least you gave it your all.;Magan Vernon; On Paper Wings;love
6370;Would that thy love, beloved, had less trust in me, that it might be more anxious!;Héloïse d'Argenteuil; The Letters of Abélard and Héloïse;love
9553;In any situation, listen and follow the first instinct, the sacred inner voice.;Lailah Gifty Akita; Think Great: Be Great!;love
7247;He looked at his friend, perhaps for the last time, and said what he had always known, from the moment they’d met, when he’d understood that the prince was his brother in soul. “I love you.;Sarah J. Maas; Heir of Fire;love
13379;Love fuels the existence of a divine being;Lailah Gifty Akita; Think Great: Be Great!;love
19419;It's not the end. It's the beginning.;Stephenie Meyer; Twilight;love
13157;There is no need for comparison. Be happy with yourself and find satisfaction in your work.;Lailah Gifty Akita; Think Great: Be Great!;love
10371;Happiness is.. when someone says I am happy for you.;Vikrmn; Guru with Guitar;love
20769;"I opened the door and went inside, calling ""I'm home!"" Except that I wasn't, really. Because home meant something else to me now, and had for quite awhile. And he didn't live there anymore.";Meg Cabot; Twilight;love
18535;She kills her words, but somehow the feeling survives. And no matter where she buries them, he always sees them in her eyes.;Seekerohan; Caged: The Price of Pride;love
13882;Love truly makes the world turn, as it has been said. What people forget is that the turning of the world brings darkness as well as the light.;Lance Conrad; The Price of Loyalty;love
24127;That life is far too short to waste on grudges. Love does not come along often. When it does, you can’t throw it away because it isn’t perfect.;Sophie Oak; Siren Beloved;love
17981;"Talk to me. Say something, anything,"" he pleaded quietly as if he was trying to tame a wild animal.""There's nothing to say.""He looked up and lowered his eyebrows on his eyes. ""Why did you kiss me?";Stephanie Witter; Six Years;love
10179;Loving her has become a part of my religion, a gentle mantra with every beating of my heart. I cannot imagine its Ragnarok without wilting.;Thomm Quackenbush; Pagan Standard Times: Essays on the Craft;love
5249;The bank of love is never bankrupt.;Steve Maraboli; Life, the Truth, and Being Free;love
11260;Quick-loving hearts ... may quickly loathe.;Elizabeth Barrett Browning; Sonnets from the Portuguese;love
3215;"You should try to avoid using the words ""should"" and ""try"".";Swami Pranayomama; How To Not Give A F-ck In Ten Easy Steps: The Modern Lay Person's Guide To Enlightenment;love
13380;He couldn’t believe how lucky he was to have found a girl like her. She may have been the perfect woman for him.;Jason Medina; A Ghost In New Orleans;love
18616;Don't keep all your feelings sheltered - express them. Don’t EVER let life shut you up.;Steve Maraboli; Unapologetically You: Reflections on Life and the Human Experience;love
3266;A little bit closer to the stars, anything seemed possible.;Heather Demetrios; I'll Meet You There;love
22937;It is so delightful to teach those one loves!;Andrew Lang; The Red Fairy Book;love
21049;Respect is the lifeblood of progress, and the safe harbour of humanity's great aspirations;Bryant McGill; Voice of Reason;love
1640;Love can rebuild the world, they say, so everything's possible when it comes to love.;Haruki Murakami; Kafka on the Shore;love
10549;Our meeting was inevitable. Our love was terminal. But God and Goddess damn it, our daughter was no mistake at all.;Edward Morris; Blood of Eden;love
4202;When we take our doubts and questions to Christ, we get truthful answers. We get complete answers. We get the love, wisdom, and support we need.;Toni Sorenson; Aligned By Christ;love
3190;You smoked another cigarette and we shared another coffee and it was just another morning that made me realise that this is all it takes to be happy.;Charlotte Eriksson;" Empty Roads & Broken Bottles; in search for The Great Perhaps";love
21028;I have always been one who wanted a great of love, admiration and respect from others without having to go to all the trouble of deserving it.;Sherwood Anderson; A Story Teller's Story;love
21227;Love is something that is beyond us. We can't anticipate love. When, where and with whom we fall in love is coincidental and wonderful for the same reason.;Santonu Kumar Dhar; Life of Love;love
1599;The room fell quiet. And as I read down the list of over one hundred and fifty eight-grade boys, I realized that to me, there had only ever been one boy.;Wendelin Van Draanen; Flipped;love
25817;If I died, I’d expect my guy to mourn me forever, and if he tried to hook up with someone else, I’d haunt him till he ended up in a crazy house. Then I’d haunt the girl.;Gena Showalter; The Harder You Fall;love
19958;He made me feel less lonely tonight by letting me into his world, and I found that I really liked being there. I wasn't ready to go back to my own.;Ana Tejano; Keep the Faith;love
23726;Love is a pure force without claim to power.;Kristian Goldmund Aumann; Love Poems;love
13430;Never try to outgrow the people who were helping you walk, when you could not even walk.;Akash Lakhotia; World Hypnotized: Making of the Fuhrer;love
13247;. If you want to write, just write anything that comes into your mind. You will be surprised at how you can force inspiration to stand on your side.;Bangambiki Habyarimana; Pearls Of Eternity;love
7158;Love is not perfection. Love is when two imperfect people choose not to give up on each other.;Geneva Lee; Crown Me;love
26295;It occurs to me that I really can't remember your face in any precise detail. Only the way you walked away through the tables in the café, your figure, your dress, that I still see.;Franz Kafka; Letters to Milena;love
22720;True love never burgeons. It is meant to occur not to attain.;M. T. Panchal; Karma and Redemption;love
7621;A dream you once were,A dream of all my realities,A dream I can no long strive forIn the wake of my manly betayals;C. Elizabeth; Absolute Obsession;love
14675;...it's easy to express romantic love - harder to manage daily love - to forgive failings close to feelings - to divide self from soul...;John Geddes; A Familiar Rain;love
